"","NewTitle","Release_Date.x","Number","Movie_Title","Movie_Type","National_Spectator_Number","Running_Time","Revenue","Spectator_Number","Screen_Number","Play_Number","Movie_Category","Release_Date.y","Nationality_First","Distributor","Movie_Rate","Genre_Name","Genre1","Genre3","Genre3","Director_Name","Director1","Director3","Director3","Actor_Name","Actor1","Actor3","Actor3"
"1577","박수건달",2013-01-09,"91 ","박수건달","장편",3893216,128,28343986569,3893216,603,60585,"일반영화","2013-01-09","한국","쇼박스㈜미디어플렉스","15세이상관람가",1,"코미디","","",1,"조진규","","",19,"박신양","김정태","엄지원"
"4051","한반도",2006-07-13,"92 ","한반도","장편",3880308,147,20597497600,3331593,483,49539,"일반영화","2006-07-13","한국","씨제이엔터테인먼트(주)","15세관람가",2,"드라마","액션","",1,"강우석","","",21,"조재현","안성기","차인표"
"3733","트로이",2004-05-21,"93 ","트로이","장편",3851000,136,12777346000,2001293,177,21245,"일반영화","2004-05-21","미국","워너브러더스 (주)","15세관람가",1,"사극","","",1,"볼프강 페터젠","","",3,"다이앤 크루거","올랜도 블룸","에릭 바나"
"2714","역린",2014-04-30,"94 ","역린","장편",3849435,136,29893316890,3849435,1054,83288,"일반영화","2014-04-30","한국","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가",1,"사극","","",1,"이재규","","",11,"현빈","정재영","조정석"
"2352","쌍화점",2008-12-30,"95 ","쌍화점","장편",3779553,133,25411823400,3749034,1033,72498,"일반영화","2008-12-30","한국","쇼박스㈜미디어플렉스","청소년관람불가",1,"드라마","","",1,"유하","","",34,"조상민","조인성","주진모"
"2308","신기전",2008-09-04,"96 ","신기전","장편",3726134,134,24326353000,3728430,585,78462,"일반영화","2008-09-04","한국","씨제이엔터테인먼트(주)","15세이상관람가",4,"사극","드라마","액션",1,"김유진","","",20,"정재영","김서현","이영수"
"3429","친절한금자씨",2005-07-29,"97 ","친절한 금자씨","장편",3650000,112,20483051393,3119682,386,41438,"일반영화","2005-07-29","한국","씨제이엔터테인먼트(주)","18세관람가",1,"스릴러","","",1,"박찬욱","","",10,"송강호","이영애","최민식"
"4066","해리포터와불의잔",2005-12-01,"98 ","해리포터와 불의 잔","장편",3615000,156,21464160900,3430975,607,43062,"일반영화","2005-12-01","미국","워너브러더스 (주)","전체관람가",1,"판타지","","",1,"마이크 뉴웰","","",3,"다니엘 래드클리프","엠마 왓슨","루퍼트 그린트"
"1180","리얼스틸",2011-10-12,"99 ","리얼 스틸","장편",3579666,127,26566677000,3579666,603,87650,"일반영화","2011-10-12","미국","한국소니픽쳐스릴리징브에나비스타영화㈜","12세이상관람가",3,"액션","드라마","SF",1,"숀 레비","","",1,"휴 잭맨","",""
"2327","신의한수",2014-07-03,"100 ","신의 한 수","장편",3561868,118,28810639456,3566316,794,77089,"일반영화","2014-07-03","한국","쇼박스㈜미디어플렉스","청소년관람불가",2,"범죄","액션","",1,"조범구","","",13,"정우성","안성기","이범수"
"1486","미스터미세스스미스",2005-06-16,"101 ","미스터 & 미세스 스미스","장편",3546900,120,18900071500,2963193,302,45087,"일반영화","2005-06-16","미국","이십세기폭스필름코퍼레이션","15세관람가",4,"멜로/로맨스","액션","어드벤처",1,"더그 라이만","","",3,"안젤리나 졸리","브래드 피트","빈스 본"
"4065","해리포터와불사조기사단",2007-07-11,"102 ","해리 포터와 불사조 기사단","장편",3475000,137,22899775300,3691060,768,52349,"일반영화","2007-07-11","미국","워너브러더스 (주)","전체관람가",3,"판타지","액션","어드벤처",1,"데이빗 예이츠","","",2,"다니엘 래드클리프","루퍼트 그린트",""
"108","가문의부활가문의영광3",2006-09-21,"103 ","가문의 부활 - 가문의 영광3","장편",3464516,128,15996330400,2598859,444,51434,"일반영화","2006-09-21","한국","쇼박스㈜미디어플렉스","15세관람가",1,"코미디","","",1,"정용기","","",25,"신현준","김원희","김수미"
"1713","부러진화살",2012-01-18,"104 ","부러진 화살","장편",3450941,100,25878629500,3451025,530,71560,"일반영화","2012-01-18","한국","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가",1,"드라마","","",1,"정지영","","",26,"안성기","박원상","나영희"
"443","끝까지간다",2014-05-29,"105 ","끝까지 간다","장편",3448421,111,26995930900,3448583,645,84861,"일반영화","2014-05-29","한국","쇼박스㈜미디어플렉스","15세이상관람가",3,"액션","스릴러","범죄",1,"김성훈","","",5,"이선균","조진웅","이영수"
"2464","아일랜드",2005-07-21,"106 ","아일랜드","장편",3433900,135,20363994500,3218811,340,35990,"일반영화","2005-07-21","미국","워너브러더스 (주)","12세관람가",4,"SF","드라마","액션",1,"마이클 베이","","",1,"이완 맥그리거","",""
"2240","스파이",2013-09-05,"107 ","스파이","장편",3423920,121,24509278305,3435802,785,72796,"일반영화","2013-09-05","한국","씨제이이앤엠(주)","15세이상관람가",1,"액션","","",1,"이승준","","",10,"설경구","문소리","다니엘 헤니"
"3032","이끼",2010-07-14,"108 ","이끼","장편",3408144,163,25437300500,3350303,740,58198,"일반영화","2010-07-14","한국","씨제이엔터테인먼트(주)","청소년관람불가",2,"드라마","스릴러","",1,"강우석","","",16,"정재영","박해일","유준상"
"3891","포화속으로",2010-06-16,"109 ","포화속으로","장편",3385706,120,23831958600,3330324,742,80091,"일반영화","2010-06-16","한국","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가",2,"드라마","전쟁","",1,"이재한","","",42,"권상우","추종범","장문석"
"686","다이하드4죽어도산다",2007-07-17,"110 ","다이 하드 4 : 죽어도 산다","장편",3380800,128,20622308900,3176937,528,47011,"일반영화","2007-07-17","미국","이십세기폭스필름코퍼레이션","12세이상관람가",1,"액션","","",1,"렌 와이즈먼","","",2,"브루스 윌리스","매기 큐",""
"1338","맨인블랙3",2012-05-24,"111 ","맨 인 블랙 3","장편",3379762,106,27301520070,3379762,770,69538,"일반영화","2012-05-24","미국","한국소니픽쳐스릴리징브에나비스타영화㈜","12세이상관람가",3,"액션","코미디","SF",1,"베리 소넨필드","","",5,"윌 스미스","토미 리 존스","조쉬 브롤린"
"2590","어바웃타임",2013-12-05,"112 ","어바웃 타임","장편",3375756,123,24984590500,3392514,850,62282,"일반영화","2013-12-05","영국","유니버설픽쳐스인터내셔널 코리아(유)","15세이상관람가",2,"멜로/로맨스","코미디","",1,"리차드 커티스","","",3,"레이첼 맥아담스","돔놀 글리슨","빌 나이"
"675","다빈치코드",2006-05-18,"113 ","다빈치 코드","장편",3339082,147,18873057800,3022936,514,42856,"일반영화","2006-05-18","미국","소니픽쳐스릴리징코리아","15세관람가",2,"미스터리","스릴러","",1,"론 하워드","","",2,"톰 행크스","오드리 토투",""
"2142","슈렉2",2004-06-18,"114 ","슈렉2","장편",3300533,92,10798690500,1661916,174,22853,"일반영화","2004-06-18","미국","씨제이엔터테인먼트(주)","전체관람가",1,"애니메이션","","",3,"켈리 애스버리","앤드류 아담슨","콘래드 베논",3,"마이크 마이어스","카메론 디아즈","에디 머피"
"1808","비긴어게인",2014-08-13,"115 ","비긴 어게인","장편",3227751,103,26531721154,3354681,525,79138,"다양성영화","2014-08-13","미국","판씨네마㈜","15세이상관람가",1,"멜로/로맨스","","",1,"존 카니","","",6,"키이라 나이틀리","마크 러팔로","애덤 리바인"
"321","그래비티",2013-10-17,"116 ","그래비티","장편",3227452,91,31486284600,3227647,661,81631,"일반영화","2013-10-17","미국","워너브러더스 (주)","12세이상관람가",2,"SF","드라마","",1,"알폰소 쿠아론","","",2,"산드라 블록","조지 클루니",""
"2914","우주전쟁",2005-07-07,"117 ","우주전쟁","장편",3223000,116,16758594690,2642874,401,37362,"일반영화","2005-07-07","미국","UIP코리아","12세관람가",4,"드라마","액션","SF",1,"스티븐 스필버그","","",4,"톰 크루즈","저스틴 채트윈","다코타 패닝"
"2581","어린신부",2004-04-02,"118 ","어린 신부","장편",3149500,114,6240174500,991674,70,12895,"일반영화","2004-04-02","한국","코리아픽쳐스(주)","12세관람가",1,"코미디","","",1,"김호준","","",18,"김래원","김보경","안선영"
"310","그놈목소리",2007-02-01,"119 ","그놈 목소리","장편",3143247,122,17598617600,2972299,498,48673,"일반영화","2007-02-01","한국","씨제이엔터테인먼트(주)","12세이상관람가",2,"드라마","스릴러","",1,"박진표","","",17,"설경구","김기성","김호연"
"2893","우리들의행복한시간",2006-09-14,"120 ","우리들의 행복한 시간","장편",3132320,120,14938308000,2472035,414,47297,"일반영화","2006-09-14","한국","(주)프라임엔터테인먼트","15세관람가",1,"드라마","","",1,"송해성","","",20,"강동원","이나영","윤여정"
"3466","캐리비안의해적낯선조류",2011-05-19,"121 ","캐리비안의 해적: 낯선 조류","장편",3130046,137,27279967500,3130046,960,67036,"일반영화","2011-05-19","미국","한국소니픽쳐스릴리징브에나비스타영화㈜","12세이상관람가",2,"액션","판타지","",1,"롭 마샬","","",3,"이안 맥쉐인","페넬로페 크루즈","조니 뎁"
"3552","퀵",2011-07-20,"122 ","퀵","장편",3125069,115,22960890000,3125069,514,60714,"일반영화","2011-07-20","한국","씨제이이앤엠(주)","15세이상관람가",2,"코미디","액션","",1,"조범구","","",32,"이새별","고창석","강예원"
"139","감기",2013-08-14,"123 ","감기","장편",3119023,121,21774884000,3117859,806,55046,"일반영화","2013-08-14","한국","아이러브시네마","15세이상관람가",3,"드라마","어드벤처","액션",1,"김성수","","",23,"이영수","장혁","나기찬(윤숭태)"
"1306","말죽거리잔혹사",2004-01-16,"124 ","말죽거리 잔혹사","장편",3115767,115,3837152000,604969,40,5513,"일반영화","2004-01-16","한국","씨제이엔터테인먼트(주)","15세관람가",2,"액션","멜로/로맨스","",1,"유하","","",24,"권상우","한가인","이정진"
"1292","마파도",2005-03-10,"125 ","마파도","장편",3090467,107,16751202503,2636857,178,49473,"일반영화","2005-03-10","한국","씨제이엔터테인먼트(주)","15세관람가",1,"코미디","","",1,"추창민","","",12,"김수미","여운계","이정진"
"4016","하모니",2010-01-28,"126 ","하모니","장편",3068544,115,21641750000,3018131,384,77723,"일반영화","2010-01-28","한국","씨제이엔터테인먼트(주)","12세이상관람가",1,"드라마","","",1,"강대규","","",29,"김윤진","김호연","나문희"
"162","거북이달린다",2009-06-11,"127 ","거북이 달린다","장편",3059812,117,20618276000,3024666,432,69946,"일반영화","2009-06-11","한국","쇼박스㈜미디어플렉스","15세이상관람가",3,"드라마","액션","범죄",1,"이연우","","",10,"김윤석","정경호","견미리"
"579","너는내운명",2005-09-23,"128 ","너는 내 운명","장편",3051134,121,17653752500,2701230,306,46667,"일반영화","2005-09-23","한국","씨제이엔터테인먼트(주)","18세관람가",1,"멜로/로맨스","","",1,"박진표","","",14,"전도연","서주희","황정민"
"3682","토르다크월드",2013-10-30,"129 ","토르: 다크 월드","장편",3039889,112,22525808500,3039889,733,78095,"일반영화","2013-10-30","미국","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)","12세이상관람가",3,"액션","어드벤처","판타지",1,"앨런 테일러","","",6,"크리스 헴스워스","톰 히들스턴","나탈리 포트만"
"2300","식객",2007-11-01,"130 ","식객","장편",3038868,114,18979312500,2964374,408,67299,"일반영화","2007-11-01","한국","씨제이엔터테인먼트(주)","12세이상관람가",1,"드라마","","",2,"전윤수","이은아","",23,"김강우","이하나","이민호"
"1604","방자전",2010-06-02,"131 ","방자전","장편",3035116,124,22490024000,2985483,495,67562,"일반영화","2010-06-02","한국","씨제이엔터테인먼트(주)","청소년관람불가",3,"사극","코미디","멜로/로맨스",1,"김대우","","",24,"김선영","김주혁","문원주"
"4028","하울의움직이는성",2004-12-23,"132 ","하울의 움직이는 성","장편",3015165,119,15142680000,2432351,359,31049,"다양성영화","2004-12-23","일본","(주)시네마서비스","전체관람가",1,"애니메이션","","",1,"미야자키 하야오","","",2,"바이쇼 치에코","기무라 다쿠야",""
"1218","마더",2009-05-28,"133 ","마더","장편",3013523,128,19967362500,2979213,642,71401,"일반영화","2009-05-28","한국","씨제이엔터테인먼트(주)","청소년관람불가",1,"드라마","","",1,"봉준호","","",16,"원빈","김혜자","진구"
"1219","마더",2009-05-28,"133 ","마더","장편",3013523,128,19967362500,2979213,642,71401,"일반영화","2005-06-24","영국","(주)동숭아트센터","18세관람가",1,"드라마","","",1,"로저 미첼","","",2,"앤 레이드","다니엘 크레이그",""
"3709","투모로우",2004-06-03,"134 ","투모로우","장편",3006400,123,11658584500,1830767,164,22881,"일반영화","2004-06-03","미국","이십세기폭스필름코퍼레이션","12세관람가",1,"SF","","",1,"롤랜드 에머리히","","",3,"데니스 퀘이드","제이크 질렌홀","이안 홈"
"1062","레드더레전드",2013-07-18,"135 ","레드: 더 레전드","장편",3004647,115,21511371970,3004649,739,55733,"일반영화","2013-07-18","미국","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가",3,"액션","코미디","범죄",1,"딘 패리소트","","",7,"브루스 윌리스","존 말코비치","메리-루이스 파커"
"4070","해리포터와혼혈왕자",2009-07-15,"136 ","해리 포터와 혼혈 왕자","장편",3002669,153,20267293000,2957706,751,48112,"일반영화","2009-07-15","미국","워너브러더스 (주)","전체관람가",3,"어드벤처","액션","가족",1,"데이빗 예이츠","","",3,"다니엘 래드클리프","엠마 왓슨","루퍼트 그린트"
"2789","오싹한연애",2011-12-01,"137 ","오싹한 연애","장편",3001530,114,22010977000,3009356,787,62074,"일반영화","2011-12-01","한국","씨제이이앤엠(주)","12세이상관람가",3,"공포(호러)","멜로/로맨스","코미디",1,"황인호","","",9,"손예진","이민기","신동훈"
"907","드래곤길들이기2",2014-07-23,"138 ","드래곤 길들이기 2","장편",2996191,102,23962104289,2997691,829,51813,"일반영화","2014-07-23","미국","씨제이이앤엠(주)","전체관람가",3,"애니메이션","액션","어드벤처",1,"딘 데블로이스","","",4,"제이 바루첼","제라드 버틀러","케이트 블란쳇"
"4196","황금나침반",2007-12-18,"139 ","황금 나침반","장편",2979838,113,18336681000,2906958,785,52708,"일반영화","2007-12-18","미국","롯데쇼핑㈜롯데엔터테인먼트","전체관람가",4,"판타지","드라마","액션",1,"크리스 웨이츠","","",2,"다니엘 크레이그","니콜 키드먼",""
"3424","친구2",2013-11-14,"140 ","친구 2","장편",2971475,124,21804687513,2971475,972,69865,"일반영화","2013-11-14","한국","롯데쇼핑㈜롯데엔터테인먼트","청소년관람불가",1,"액션","","",1,"곽경택","","",13,"유오성","주진모","김우빈"
"34","26년",2012-11-29,"141 ","26년","장편",2963449,135,21242367145,2963652,640,50679,"일반영화","2012-11-29","한국","(주)인벤트스톤,영화사청어람(주)","15세이상관람가",2,"액션","드라마","",1,"조근현","","",15,"진구","한혜진","임슬옹"
"2926","워낭소리",2009-01-15,"142 ","워낭소리","장편",2962897,77,19075737900,2934394,275,63224,"다양성영화","2009-01-15","한국","㈜인디스토리","전체관람가",1,"다큐멘터리","","",1,"이충렬","","",5,"최원균","이삼순","최종만"
"221","고지전",2011-07-20,"143 ","고지전","장편",2945137,133,21968557600,2945137,585,53738,"일반영화","2011-07-20","한국","쇼박스㈜미디어플렉스","15세이상관람가",2,"드라마","전쟁","",1,"장훈","","",31,"고수","고창석","김옥빈"
"39","300",2007-03-14,"144 ","300","장편",2929400,116,18683698500,2929561,402,60856,"일반영화","2007-03-14","미국","워너브러더스 (주)","청소년관람불가",1,"액션","","",1,"잭 스나이더","","",2,"제라드 버틀러","레나 헤디",""
