Number	Title	Director1	Director2	Director3	Production_Company	Importer	Distributor	Release_Date	Movie_Category	Movie_Type	Nationality	National_Screen_Number	National_Revenue	National_Spectator_Number	Seoul_Revenue	Seoul_Spectator_Number	Movie_Rate	Running_Time	Genre1	Genre2	Actor1	Actor2	Actor3
218	이상한 나라의 앨리스	팀 버튼			월트 디즈니 픽쳐스	한국소니픽쳐스릴리징브에나비스타영화㈜	한국소니픽쳐스릴리징브에나비스타영화㈜	2010-03-04	개봉영화	장편	미국	401	20661000236	2182365	7781819000	760628	전체관람가	108	판타지	어드벤처	조니 뎁 	앤 해서웨이	헬레나 본햄 카터
219	맨 오브 스틸	잭 스나이더				워너브러더스 코리아(주)	워너브러더스 코리아(주)	2013-06-13	개봉영화	장편	미국	998	17092964063	2182227	6028385063	720823	12세이상관람가	142	SF		헨리 카빌	에이미 애덤스	러셀 크로우
220	황해	나홍진			㈜팝콘필름		쇼박스㈜미디어플렉스,이십세기폭스코리아(주)	2010-12-22	개봉영화	장편	한국	618	16765970362	2167426	5751617500	714591	청소년관람불가	156	스릴러	범죄	김윤석	하정우	조성하
221	초능력자	김민석			영화사 집		(주)넥스트엔터테인먼트월드(NEW)	2010-11-10	개봉영화	장편	한국	622	15618440958	2164805	4771902000	623616	15세이상관람가	114	SF	드라마	강동원	고수	정은채
222	내 사랑 내 곁에	박진표			영화사 집		씨제이엔터테인먼트(주)	2009-09-24	개봉영화	장편	한국	474	15764312409	2160265	4551271500	592412	12세이상관람가	121	드라마	멜로/로맨스	김명민	하지원	
223	마이 웨이	강제규			(주)디렉터스		에스케이플래닛(주),씨제이이앤엠(주)	2011-12-21	개봉영화	장편	한국	645	15994803000	2142622	4281032000	548651	15세이상관람가	137	전쟁	액션	장동건	오다기리 조	판빙빙
224	범죄의 재구성	최동훈			싸이더스 픽쳐스		쇼박스㈜미디어플렉스	2004-04-15	개봉영화	장편	한국	73	6133462700	2129358	2397979700	776898	청소년관람불가	116	스릴러		김윤석	박신양	염정아
225	사랑	곽경택			(주)진인사필름,(주)태원엔터테인먼트		롯데쇼핑㈜롯데엔터테인먼트	2007-09-19	개봉영화	장편	한국	381	13446137500	2123815	3691252500	547926	15세이상관람가	104	멜로/로맨스	액션	주진모	박시연	김민준
226	세븐 데이즈	원신연			(주)영화사윤앤준		(주)프라임엔터테인먼트	2007-11-14	개봉영화	장편	한국	297	13720377000	2120741	4752066500	713941	청소년관람불가	125	스릴러	범죄	김윤진	박희순	김미숙
227	이클립스	데이빗 슬레이드			서미트 엔터티인먼트	판씨네마㈜	(주)넥스트엔터테인먼트월드(NEW)	2010-07-07	개봉영화	장편	미국	535	15192541723	2105050	4906227000	648625	12세이상관람가	124	판타지	멜로/로맨스	크리스틴 스튜어트 	로버트 패틴슨	테일러 로트너
228	사생결단	최호			(주)엠케이픽처스 		씨제이이앤엠(주)	2006-04-27	개봉영화	장편	한국	288	10934307100	2104716	3983024100	635987	청소년관람불가	117	액션		류승범	황정민	
229	엑스맨 : 최후의 전쟁	브렛 래트너			이십세기폭스필름코퍼레이션	이십세기폭스코리아(주)	이십세기폭스코리아(주)	2006-06-15	개봉영화	장편	미국	373	11275475200	2096180	4511185200	699530	12세이상관람가	103	SF	액션	휴 잭맨	할리 베리	이안 맥켈런
230	몽타주	정근섭			(주)미인픽쳐스		(주)넥스트엔터테인먼트월드(NEW)	2013-05-16	개봉영화	장편	한국	540	15000722500	2095375	3543306000	469536	15세이상관람가	119	스릴러		엄정화	김상경	송영창
231	색즉시공 시즌2	윤태윤			(주)두사부필름		씨제이엔터테인먼트(주)	2007-12-12	개봉영화	장편	한국	390	13466476000	2088134	3552457000	507498	청소년관람불가	112	코미디		임창정	송지효	최성국
232	논스톱	자움 콜렛 세라				(주)누리픽쳐스	(주)넥스트엔터테인먼트월드(NEW)	2014-02-27	개봉영화	장편	미국	582	16066174940	2084457	4940277040	611415	15세이상관람가	106	액션		리암 니슨	줄리안 무어	미쉘 독커리
233	쩨쩨한 로맨스	김정훈			(주)크리픽쳐스		롯데쇼핑㈜롯데엔터테인먼트	2010-12-01	개봉영화	장편	한국	463	15901620661	2080574	5725361000	716536	청소년관람불가	118	코미디	멜로/로맨스	이선균	최강희	류현경
234	장화신은 고양이	크리스 밀러				씨제이이앤엠(주)	씨제이이앤엠(주)	2012-01-12	개봉영화	장편	미국	593	17601188500	2080154	5630702000	606226	전체관람가	90	애니메이션	어드벤처	안토니오 반데라스	셀마 헤이액	자크 갈리피아나키스
235	청춘만화	이한			㈜팝콘필름		쇼박스㈜미디어플렉스	2006-03-23	개봉영화	장편	한국	298	9785168000	2066354	3414977500	507416	12세이상관람가	116	코미디	멜로/로맨스	권상우	김하늘	이상우
236	눈에는 눈 이에는 이	곽경택	안권태		(주)태원엔터테인먼트		롯데쇼핑㈜롯데엔터테인먼트	2008-07-31	개봉영화	장편	한국	445	13414023500	2058764	4139247500	601154	15세이상관람가	101	범죄	스릴러	한석규	차승원	
237	본 얼티메이텀	폴 그린그래스			유니버셜 픽쳐스	유니버설픽쳐스인터내셔널 코리아(유)	유니버설픽쳐스인터내셔널 코리아(유)	2007-09-12	개봉영화	장편	미국	332	13208158000	2052800	5094041500	762025	12세이상관람가	115	액션	스릴러	맷 데이먼	줄리아 스타일즈	
238	아라한 장풍대작전	류승완			싸이더스 픽쳐스		(주)시네마서비스	2004-04-30	개봉영화	장편	한국	82	5207937000	2050000	2312644000	756000	12세이상관람가	114	액션	드라마	류승범	윤소이	안성기
239	비열한 거리	유하			싸이더스 픽쳐스		씨제이엔터테인먼트(주)	2006-06-15	개봉영화	장편	한국	306	11664597600	2047808	4365506200	633783	청소년관람불가	141	액션	범죄	조인성	천호진	이보영
240	노아	대런 아로노프스키				씨제이이앤엠(주)	씨제이이앤엠(주)	2014-03-20	개봉영화	장편	미국	952	15514101500	2026576	4774266400	596745	15세이상관람가	140	어드벤처	드라마	러셀 크로우	엠마 왓슨	로건 레먼
241	오페라의 유령	조엘 슈마허			워너 브러더스 픽쳐스	(주)아이비젼 엔터테인먼트	씨제이엔터테인먼트(주)	2004-12-08	개봉영화	장편	미국	221	9858822000	2006880	4418174500	803288	12세이상관람가	146	뮤지컬	드라마	제라드 버틀러	에미 로섬	
242	페르시아의 왕자: 시간의 모래	마이크 뉴웰			월트 디즈니 픽쳐스	한국소니픽쳐스릴리징브에나비스타영화㈜	한국소니픽쳐스릴리징브에나비스타영화㈜	2010-05-27	개봉영화	장편	미국	570	14717552534	2003533	4744931500	613211	12세이상관람가	116	액션	어드벤처	제이크 질렌홀	젬마 아터튼	벤 킹슬리
243	박물관이 살아있다 2	숀 레비				이십세기폭스코리아(주)	이십세기폭스코리아(주)	2009-06-04	개봉영화	장편	미국	569	12591000149	2002526	3546079500	533642	전체관람가	104	어드벤처	코미디	벤 스틸러	로빈 윌리엄스	에이미 애덤스
244	시실리 2km	신정원			한맥영화(주)		쇼박스㈜미디어플렉스	2004-08-13	개봉영화	장편	한국	86	8049487000	1987380	2768213500	552286	15세이상관람가	109	코미디		임창정	임은경	권오중
245	남자가 사랑할 때	한동욱			(주)사나이픽처스,필름트레인		(주)넥스트엔터테인먼트월드(NEW)	2014-01-22	개봉영화	장편	한국	531	14510222300	1979311	3441120300	448985	15세이상관람가	120	멜로/로맨스	드라마	황정민	한혜진	곽도원
246	효자동 이발사	임찬상			영화사청어람(주)		쇼박스㈜미디어플렉스	2004-05-05	개봉영화	장편	한국	83	4855872900	1972377	2067470400	661957	15세이상관람가	116	드라마	문소리	송강호	이재응	
247	뉴 문	크리스 웨이츠				판씨네마㈜	(주)넥스트엔터테인먼트월드(NEW)	2009-12-02	개봉영화	장편	미국	532	13988362067	1949027	4807037000	636212	12세이상관람가	130	판타지	멜로/로맨스	크리스틴 스튜어트 	로버트 패틴슨	
248	천사와 악마	론 하워드			콜럼비아 픽쳐스 코포레이션	한국소니픽쳐스릴리징브에나비스타영화㈜	한국소니픽쳐스릴리징브에나비스타영화㈜	2009-05-14	개봉영화	장편	미국	558	12734649711	1936321	4509133500	653372	15세이상관람가	138	미스터리	범죄	톰 행크스 	이완 맥그리거	
249	가족	이정철			튜브픽쳐스(주)		(주)튜브엔터테인먼트	2004-09-03	개봉영화	장편	한국	104	8051239500	1932304	2748322500	545909	15세이상관람가	95	드라마		수애	주현	박지빈
250	터보	데이빗 소렌				씨제이이앤엠(주)	씨제이이앤엠(주)	2013-07-25	개봉영화	장편	미국	634	13113579000	1923748	2894499000	398526	전체관람가	95	애니메이션		라이언 레이놀즈	폴 지아마티	마이클 페나
251	애자	정기훈			시리우스픽쳐스(주)		(주)시너지하우스 (시너지)	2009-09-09	개봉영화	장편	한국	262	13785879439	1922634	3876788000	514001	15세이상관람가	110	드라마	코미디	최강희	김영애	
252	잠복근무	박광춘			(주)마인엔터테인먼트 ,시리우스픽쳐스(주)		쇼박스㈜미디어플렉스	2005-03-17	개봉영화	장편	한국	214	9590663500	1914941	2795839000	431865	15세이상관람가	111	코미디	액션	김선아	공유	김원진
253	그림자 살인	박대민			씨제이엔터테인먼트(주)		씨제이엔터테인먼트(주)	2009-04-02	개봉영화	장편	한국	387	12805808556	1914779	4256402500	604843	15세이상관람가	111	미스터리	스릴러	황정민	류덕환	엄지원
254	글러브	강우석			(주)시네마서비스		씨제이엔터테인먼트(주)	2011-01-20	개봉영화	장편	한국	605	13757574500	1888100	3986844000	520939	전체관람가	144	드라마		정재영	유선	김혜성
255	라디오 스타	이준익			(주)영화사아침,㈜씨네월드		(주)시네마서비스	2006-09-28	개봉영화	장편	한국	244	9860797500	1879501	4162237200	691408	12세이상관람가	115	드라마		박중훈	안성기	
256	퍼시 잭슨과 번개 도둑	크리스 컬럼버스			폭스2000픽처스	이십세기폭스코리아(주)	이십세기폭스코리아(주)	2010-02-11	개봉영화	장편	미국	353	13372357257	1877226	3823887000	508812	12세이상관람가	118	판타지	어드벤처	로건 레먼 	로자리오 도슨	케빈 맥키드
257	해결사	권혁재			(주)외유내강		(주)넥스트엔터테인먼트월드(NEW),(주)에스비에스콘텐츠허브	2010-09-09	개봉영화	장편	한국	524	14063913437	1873327	3623264000	456531	15세이상관람가	100	액션	스릴러	설경구	이정진	오달수
258	색, 계	이안				(유)마스엔터테인먼트코리아	씨제이엔터테인먼트(주)	2007-11-08	개봉영화	장편	미국	258	12549081000	1866900	5010211500	731668	청소년관람불가	157	드라마		탕웨이	양조위	
259	연애의 온도	노덕			(주)뱅가드스튜디오		롯데쇼핑㈜롯데엔터테인먼트	2013-03-21	개봉영화	장편	한국	567	13798864446	1865195	4915094946	642588	청소년관람불가	112	멜로/로맨스	코미디	이민기	김민희	최무성
260	아이들...	이규만			(주)누리픽쳐스,롯데쇼핑㈜롯데엔터테인먼트		롯데쇼핑㈜롯데엔터테인먼트	2011-02-17	개봉영화	장편	한국	504	13562608500	1864408	3413341000	443026	15세이상관람가	132	범죄	스릴러	박용우	류승룡	성동일
261	구세주	김정우			㈜익영영화		쇼이스트(주)	2006-02-16	개봉영화	장편	한국	206	10087308700	1858668	2794724700	426269	15세이상관람가	104	코미디	멜로/로맨스	최성국	신이	김수미
262	코리아	문현성			(주)더타워픽쳐스,씨제이이앤엠(주),(주)웰메이드스타엠		씨제이이앤엠(주)	2012-05-03	개봉영화	장편	한국	537	13334762500	1857392	3257620500	430385	12세이상관람가	127	드라마		하지원	배두나	
263	지.아이.조 2	존 추			파라마운트 픽쳐스	씨제이이앤엠(주)	씨제이이앤엠(주)	2013-03-28	개봉영화	장편	미국	766	14457048500	1855917	4297507500	525451	15세이상관람가	110	액션	SF	이병헌	브루스 윌리스	드웨인 존슨
264	집으로 가는 길	방은진			씨제이이앤엠(주),(주)다세포클럽		씨제이이앤엠(주)	2013-12-11	개봉영화	장편	한국	740	13048519745	1854625	3235828745	440958	15세이상관람가	131	드라마		전도연	고수	
265	악마를 보았다	김지운			페퍼민트앤컴퍼니,(주)씨즈엔터테인먼트		쇼박스㈜미디어플렉스	2010-08-12	개봉영화	장편	한국	494	14148937025	1848418	4418565000	551368	청소년관람불가	144	스릴러		이병헌	최민식	
266	바람피기 좋은 날	장문일			(주)아이필름코퍼레이션		(주)시네마서비스	2007-02-08	개봉영화	장편	한국	95	10738218900	1847875	3817222500	568786	청소년관람불가	103	드라마	멜로/로맨스	윤진서	김혜수	이종혁
267	콘스탄틴	프란시스 로렌스			워너 브러더스 픽쳐스	워너브러더스 코리아(주)	워너브러더스 코리아(주)	2005-02-08	개봉영화	장편	미국	177	11164582000	1845000	4392120000	697500	15세이상관람가	120	드라마	판타지	키아누 리브스	레이첼 웨이즈	
268	흡혈형사 나도열	이시명			영화사청어람(주),㈜에스엠필름		쇼박스㈜미디어플렉스	2006-02-09	개봉영화	장편	한국	243	9693558300	1824822	2998647800	470475	15세이상관람가	110	코미디	드라마	김수로	조여정	
269	나의 PS 파트너 	변성현			나의PS파트너 문화산업전문회사		씨제이이앤엠(주)	2012-12-06	개봉영화	장편	한국	552	13845218616	1823116	4448949593	564999	청소년관람불가	114	멜로/로맨스	코미디	지성	김아중	
270	차우	신정원			(주)영화사수작		롯데쇼핑㈜롯데엔터테인먼트	2009-07-15	개봉영화	장편	한국	397	12676951144	1799356	3362197000	450304	12세이상관람가	121	액션	어드벤처	엄태웅	정유미	윤제문
271	작전명 발키리	브라이언 싱어			유나이티드 아티스트	이십세기폭스코리아(주)	이십세기폭스코리아(주)	2009-01-22	개봉영화	장편	미국	372	11972135869	1798205	3785088000	539828	12세이상관람가	120	스릴러	전쟁	톰 크루즈	빌 나이히	케네스 브래너
272	목포는 항구다	김지훈			기획시대(주)		코리아픽쳐스(주)	2004-02-20	개봉영화	장편	한국	25	2673832500	1795700	322061500	382100	15세이상관람가	110	드라마	코미디	조재현	차인표	김윤태
273	분노의 질주: 더 맥시멈	저스틴 린				유니버설픽쳐스인터내셔널 코리아(유)	유니버설픽쳐스인터내셔널 코리아(유)	2013-05-22	개봉영화	장편	미국	656	13203523042	1790457	3808832042	490893	15세이상관람가	130	액션		빈 디젤	폴 워커	드웨인 존슨
274	아내가 결혼했다	정윤수			(주)주피터필름		씨제이엔터테인먼트(주)	2008-10-23	개봉영화	장편	한국	414	11995855000	1788748	4332092500	617538	청소년관람불가	119	멜로/로맨스	드라마	김주혁	손예진	
275	아이, 로봇	알렉스 프로야스			이십세기폭스필름코퍼레이션,데이비스 엔터테인먼트 필름웍스	이십세기폭스필름코퍼레이션	이십세기폭스필름코퍼레이션	2004-07-30	개봉영화	장편	미국	117	7097789000	1777470	2632528500	586098	12세이상관람가	110	SF		윌 스미스	브리짓 모나핸	
276	벤자민 버튼의 시간은 거꾸로 간다	데이빗 핀처			파라마운트 픽쳐스,워너 브러더스 픽쳐스	워너브러더스 코리아(주)	워너브러더스 코리아(주)	2009-02-12	개봉영화	장편	미국	313	11603912005	1767051	4484156500	649782	12세이상관람가	166	드라마	판타지	브래드 피트	케이트 블란쳇	
277	공범	국동석			선샤인필름(주)		씨제이이앤엠(주)	2013-10-24	개봉영화	장편	한국	611	12333110882	1766285	3073743882	413549	15세이상관람가	96	스릴러	드라마	손예진	김갑수	임형준
278	수퍼맨 리턴즈	브라이언 싱어			워너 브러더스 픽쳐스	워너브러더스 코리아(주)	워너브러더스 코리아(주)	2006-06-28	개봉영화	장편	미국	366	10825645300	1764758	4340984200	646008	전체관람가	153	SF	액션	브랜든 라우스	케빈 스페이시	
279	걸리버 여행기	롭 레터맨				이십세기폭스코리아(주)	이십세기폭스코리아(주)	2011-01-27	개봉영화	장편	미국	513	16441355500	1762070	4505618000	442035	전체관람가	87	코미디	어드벤처	잭 블랙		
280	내셔널 트레져:비밀의 책	존 터틀타웁			제리 브룩하이머 필름,월트 디즈니 픽쳐스	한국소니픽쳐스릴리징브에나비스타영화㈜	한국소니픽쳐스릴리징브에나비스타영화㈜	2007-12-19	개봉영화	장편	미국	365	11356730500	1756319	3550359000	522043	12세이상관람가	124	액션	어드벤처	니콜라스 케이지	존 보이트	다이앤 크루거
281	거룩한 계보	장진			(주)케이앤제이엔터테인먼트		씨제이엔터테인먼트(주)	2006-10-19	개봉영화	장편	한국	372	8759204600	1744677	2569639000	423584	15세이상관람가	126	드라마	액션	정재영	정준호	
282	전설의 주먹	강우석			(주)시네마서비스		씨제이이앤엠(주)	2013-04-10	개봉영화	장편	한국	724	12732236500	1737253	3596610500	473110	청소년관람불가	153	드라마	액션	황정민	유준상	윤제문
283	연애의 목적	한재림			싸이더스 픽쳐스		씨제이엔터테인먼트(주)	2005-06-10	개봉영화	장편	한국	243	9846423390	1735977	4350583500	692475	청소년관람불가	121	드라마	코미디	강혜정	박해일	
284	악마는 프라다를 입는다	데이빗 프랭클				이십세기폭스코리아(주)	이십세기폭스코리아(주)	2006-10-25	개봉영화	장편	미국	209	8286577600	1730719	3676904000	664697	12세이상관람가	109	드라마		메릴 스트립	앤 해서웨이	
285	주먹이 운다(Crying Fist)	류승완			(주)브라보엔터테인먼트,시오필름(주)		쇼이스트(주)	2005-04-01	개봉영화	장편	한국	249	9322812000	1728477	3726896000	588630	15세이상관람가	134	드라마		최민식	류승범	
286	러브픽션	전계수			(주)삼거리픽쳐스 ,(주)판타지오		(주)넥스트엔터테인먼트월드(NEW)	2012-02-29	개봉영화	장편	한국	617	13200412500	1726202	4746233500	593077	15세이상관람가	121	멜로/로맨스	코미디	하정우	공효진	
287	스타워즈 에피소드3 - 시스의복수	조지 루카스			루카스필름	이십세기폭스필름코퍼레이션	이십세기폭스필름코퍼레이션	2005-05-26	개봉영화	장편	미국	272	9325899000	1722800	4089990000	651210	전체관람가	139	SF		이완 맥그리거	헤이든 크리스텐슨	나탈리 포트만
288	언터처블: 1%의 우정	올리비에 나카슈	에릭 톨레다노			블루미지	(주)넥스트엔터테인먼트월드(NEW)	2012-03-22	개봉영화	장편	프랑스	454	12731016000	1719772	4700697000	606387	12세이상관람가	112	코미디	드라마	프랑수아 클뤼제	오마르 시	
289	평양성	이준익			(주)영화사아침,(주)타이거픽쳐스		롯데쇼핑㈜롯데엔터테인먼트	2011-01-27	개봉영화	장편	한국	451	12684530500	1717566	3145453500	405140	12세이상관람가	117	전쟁	코미디	정진영	이문식	류승룡
290	파파로티	윤종찬			케이엠컬쳐㈜		쇼박스㈜미디어플렉스	2013-03-14	개봉영화	장편	한국	552	11808286000	1713891	3136119000	433742	15세이상관람가	127	드라마		한석규	이제훈	
291	밀양	이창동			파인하우스필름㈜		(주)시네마서비스	2007-05-23	개봉영화	장편	한국	305	10268468000	1710364	3730207000	561458	15세이상관람가	141	드라마		전도연	송강호	김영재
292	님은 먼 곳에	이준익			(주)타이거픽쳐스		쇼박스㈜미디어플렉스	2008-07-24	개봉영화	장편	한국	499	11211235000	1706576	3753937167	545819	15세이상관람가	126	드라마	전쟁	수애	정진영	주진모
293	토르: 천둥의 신	케네스 브래너				씨제이이앤엠(주)	씨제이이앤엠(주)	2011-04-28	개봉영화	장편	미국	496	15985407000	1694529	5350815000	519905	12세이상관람가	130	액션	판타지	크리스 헴스워스	나탈리 포트만	안소니 홉킨스
294	조폭마누라3	조진규					쇼박스㈜미디어플렉스	2006-12-28	개봉영화	장편	한국	372	8851336500	1690465	2145766500	339549	15세이상관람가	115	액션	코미디	이범수	서기	
295	불꽃처럼 나비처럼	김용균			싸이더스 픽쳐스		쇼박스㈜미디어플렉스	2009-09-24	개봉영화	장편	한국	437	12447633504	1690294	3677266500	475245	15세이상관람가	124	멜로/로맨스	사극	수애	조승우	천호진
296	알포인트	공수창			씨앤필름(주)		(주)시네마서비스	2004-08-20	개봉영화	장편	한국	100	6793688000	1689000	2498632500	540000	15세이상관람가	106	전쟁		감우성	손병호	이선균
297	점퍼	더그 라이만				이십세기폭스필름코퍼레이션	이십세기폭스필름코퍼레이션	2008-02-14	개봉영화	장편	미국	353	10999769000	1685405	3677476000	535228	15세이상관람가	88	SF	드라마	레이첼 빌슨	헤이든 크리스텐슨	제이미 벨
298	피끓는 청춘	이연우			(주)담소필름		롯데쇼핑㈜롯데엔터테인먼트	2014-01-22	개봉영화	장편	한국	679	11688382888	1676040	2648698888	362379	15세이상관람가	121	코미디	멜로/로맨스	박보영	이종석	이세영
299	알렉산더	올리버 스톤			워너브러더스사㈜,인터미디어필름	우성시네마(주)	(주)시네마서비스	2004-12-31	개봉영화	장편	미국	213	8352457789	1671576	3177058000	530331	15세이상관람가	175	전쟁	드라마	콜린 파렐	안젤리나 졸리	
300	아이스 에이지 4: 대륙 이동설	스티브 마티노	마이크 트메이어			이십세기폭스코리아(주)	이십세기폭스코리아(주)	2012-07-25	개봉영화	장편	미국	501	12291809704	1648070	3012620000	376094	전체관람가	92	애니메이션	어드벤처	존 레귀자모	레이 로마노	데니스 리어리
301	공모자들	김홍선			(주)영화사채움		씨너스엔터테인먼트(주),타임스토리그룹(주)	2012-08-29	개봉영화	장편	한국	496	12240964500	1646142	3347272500	427942	청소년관람불가	111	범죄	스릴러	임창정	최다니엘	오달수
302	그대를 사랑합니다	추창민			(주)세인트 폴 시네마,그대사 엔터테인먼트		(주)넥스트엔터테인먼트월드(NEW)	2011-02-17	개봉영화	장편	한국	242	12005917000	1640351	3938125000	517602	15세이상관람가	118	드라마		이순재	송재호	윤소정
303	고死 : 피의 중간고사	창			(주)코어콘텐츠미디어,(주)워터앤트리		에스케이텔레콤(주)	2008-08-07	개봉영화	장편	한국	270	10299976000	1634051	2309889500	344864	15세이상관람가	85	공포	스릴러	이범수	남규리	김범
304	반 헬싱	스티븐 소머즈			유니버셜 픽쳐스	몽타쥬엔터테인먼트(주)	(주)스튜디오이쩜영	2004-07-30	개봉영화	장편	미국	98	5586373000	1631359	2169148500	519558	15세이상관람가	125	액션		휴 잭맨	케이트 베킨세일	
305	마다가스카3 : 이번엔 서커스다!	에릭 다넬콘래드 베논	톰 맥그라스			씨제이이앤엠(주)	씨제이이앤엠(주)	2012-06-06	개봉영화	장편	미국	564	12494860000	1626704	3690019500	447184	전체관람가	93	애니메이션	어드벤처	벤 스틸러	크리스 록	데이빗 쉼머
306	블랙 스완	대런 아로노프스키				이십세기폭스코리아(주)	이십세기폭스코리아(주)	2011-02-24	개봉영화	장편	미국	294	12484096000	1623199	5412384000	677998	청소년관람불가	108	드라마	스릴러	나탈리 포트만	뱅상 카셀	밀라 쿠니스
307	분노의 질주: 언리미티드	저스틴 린				유니버설픽쳐스인터내셔널 코리아(유)	유니버설픽쳐스인터내셔널 코리아(유)	2011-04-20	개봉영화	장편	미국	457	12292868000	1621973	4007958500	504937	15세이상관람가	130	스릴러	드라마	드웨인 존슨	폴 워커	빈 디젤
308	권순분여사 납치사건	김상진			(주)어나더썬데이,㈜감독의집		(주)시네마서비스	2007-09-12	개봉영화	장편	한국	397	9807862000	1619190	2682307000	437939	15세이상관람가	120	코미디		나문희	강성진	유해진
309	무방비도시	이상기			쌈지아이비젼영상사업단		씨제이엔터테인먼트(주)	2008-01-10	개봉영화	장편	한국	336	10591349944	1613728	3030958444	440111	15세이상관람가	112	범죄	액션	김명민	손예진	김해숙
310	우아한 거짓말	이한			(주)유비유필름,(주)무비락		CGV 무비꼴라쥬	2014-03-13	개봉영화	장편	한국	555	11695211300	1613607	2890734200	382520	12세이상관람가	117	드라마		김희애	고아성	김유정
311	하울링	유하			오퍼스픽쳐스		씨제이이앤엠(주)	2012-02-16	개봉영화	장편	한국	550	11765293500	1612554	2751165500	355720	15세이상관람가	114	범죄	드라마	송강호	이나영	
312	복면달호	김상찬	김현수		(주)인앤인픽쳐스,㈜스튜디오이쩜영		㈜스튜디오이쩜영	2007-02-14	개봉영화	장편	한국	310	9008143000	1611192	2384646500	369580	12세이상관람가	108	코미디	드라마	차태현	이소연	
313	스타트렉 다크니스	J.J. 에이브럼스			파라마운트 픽쳐스	씨제이이앤엠(주)	씨제이이앤엠(주)	2013-05-30	개봉영화	장편	미국	607	12964828000	1605271	4797934000	557358	12세이상관람가	131	액션	SF	크리스 파인	칼 어번	조 샐다나
314	로빈 후드	리들리 스콧			유니버셜 픽쳐스	유니버설픽쳐스인터내셔널 코리아(유)	유니버설픽쳐스인터내셔널 코리아(유)	2010-05-13	개봉영화	장편	미국	555	11746340129	1596574	3818192500	492605	15세이상관람가	140	액션	드라마	러셀 크로우	케이트 블란쳇	막스 본 시도우
315	300: 제국의 부활	노암 머로				워너브러더스 코리아(주)	워너브러더스 코리아(주)	2014-03-06	개봉영화	장편	미국	720	13395159700	1593116	4270110800	481429	청소년관람불가	102	액션	전쟁	레나 헤디	에바 그린	설리반 스탭플턴
316	간 큰 가족	조명남			(주)두사부필름		쇼박스㈜미디어플렉스	2005-06-09	개봉영화	장편	한국	247	8212961893	1593038	2527397000	409176	12세이상관람가	102	코미디		감우성	김수미	김수로
317	라이프 오브 파이	이안				이십세기폭스코리아(주)	이십세기폭스코리아(주)	2013-01-01	개봉영화	장편	미국	392	15812506500	1588373	6744353500	631357	전체관람가	126	어드벤처	드라마	수라즈 샤르마	이르판 칸	라프 스팰
318	지구가 멈추는 날	스콧 데릭슨				이십세기폭스코리아(주)	이십세기폭스코리아(주)	2008-12-24	개봉영화	장편	미국	469	10395192543	1576333	3176244333	453854	12세이상관람가	106	SF	액션	키아누 리브스	제니퍼 코넬리	
319	적벽대전:거대한 전쟁의 시작	오우삼				쇼박스㈜미디어플렉스	쇼박스㈜미디어플렉스	2008-07-10	개봉영화	장편	중국	447	10218959760	1573621	3441752000	502882	15세이상관람가	132	액션	전쟁	양조위	금성무	장첸
320	무적자	송해성			핑거프린트(주)		씨제이엔터테인먼트(주)	2010-09-16	개봉영화	장편	한국	416	11816488677	1571432	2859696500	358104	15세이상관람가	124	드라마	액션	주진모	송승헌	김강우
321	원스어폰어타임	정용기			윈엔터테인먼트		(유)씨에이치엔터테인먼트	2008-01-31	개봉영화	장편	한국	315	10180143111	1562486	2842247111	413874	12세이상관람가	110	액션	코미디	박용우	이보영	김수현
322	야수와 미녀	이계벽			시오필름(주)		쇼박스㈜미디어플렉스	2005-10-27	개봉영화	장편	한국	202	8378297000	1561282	2816790000	455824	12세이상관람가	101	코미디		류승범	신민아	
323	마파도2	이상훈			코리아 엔터테인먼트		씨제이엔터테인먼트(주)	2007-01-18	개봉영화	장편	한국	340	8362778700	1560297	2065746500	323905	12세이상관람가	129	코미디		김수미	이문식	여운계
324	용의자X	방은진			(주)케이앤엔터테인먼트,씨제이이앤엠(주)		씨제이이앤엠(주)	2012-10-18	개봉영화	장편	한국	553	11241013000	1552055	3368822000	444111	15세이상관람가	119	미스터리		류승범	이요원	조진웅
325	해바라기	강석범			아이비젼엔터테인먼트(주)		쇼박스㈜미디어플렉스	2006-11-23	개봉영화	장편	한국	246	7835485400	1543429	2244325000	368329	15세이상관람가	116	액션	드라마	김래원	김해숙	허이재
326	유감스러운 도시	김동원			(주)주머니이엔티		씨제이엔터테인먼트(주)	2009-01-22	개봉영화	장편	한국	375	10300187478	1534911	2231852000	311803	15세이상관람가	121	코미디	액션	정준호	정웅인	정운택
327	작전	이호재			(주)영화사비단길		쇼박스㈜미디어플렉스	2009-02-12	개봉영화	장편	한국	393	10198304795	1534407	3071680000	441745	15세이상관람가	119	범죄	드라마	박용하	박희순	김민정
328	S 다이어리	권종관			(주)아이필름코퍼레이션		씨제이엔터테인먼트(주),아이러브시네마	2004-10-22	개봉영화	장편	한국	169	7024070500	1531840	2641109500	489706	15세이상관람가	104	코미디		김선아	공유	김수로
329	중천	조동오			(주)나비픽처스		씨제이엔터테인먼트(주)	2006-12-21	개봉영화	장편	한국	402	8581442100	1531220	2583677500	402138	12세이상관람가	102	액션	판타지	정우성	김태희	
